page#	line#	song	artist	title of record	year 	type	side/#	genre	
13	635	Dedicated to the one I love	Shrilles	Great rock & roll love songs	1983	LP.	106	Rock and Roll	
13	636	Deep purple	Nino Temple & April Stevens	Rock rules Rock	1977	LP. 3x	207	Rock and Roll	
13	637	Deep purple	Nino Temple & April Stevens	Great rock & roll love songs	1983	LP.	206	Rock and Roll	
13	638	Deep purple	Nino Temple & April Stevens	Golden super oldies	1986	LP. 3x	410	Pop	
13	639	Deep purple	"Instrumentaal, orkest=onbekend"	The lively Years-'50s&'60s Nr3	0		712	Instr.Pop.50-6	
13	640	Deep water	Carl Smith	The great country love songs	1972	LP. 6x	904	Country	
13	641	Del Rio Dan	The Everly Brothers	Stories we could tell	1972	LP	106	Country	
13	642	Deliver me	The Everly Brothers	The E.B. sing	1967	LP	105	Country	
13	643	Della and the dealer	Vernon Oxford	Wembley Countrey Music Festival	1988	CD.	119	Country	
13	644	Delta dirt	Larry Gatlin	The best of country	1975	LP.	108	country	
13	645	Depend on me	Bryan Adams	Waking up the neighbours	1991	CD.	111	Pop	
13	646	Der rebbe elimelech	Miriam Zairi	Live	0	LP	106	Folksongs	
13	647	"Dervish ""0'"	Ed Starink	Synthesizer Hits	1989	CD.	116	Synthesizer	
13	648	Dessafinado	"Instrumentaal, orkest=onbekend"	The lively Years-'50s&'60s Nr3	0		606	Instr.Pop.50-6	
13	649	Destination anywhere	Kenny Price	Charlotte fever	1971	LP	203	country	
13	650	Detroit City	Charley Pride	Nashville Stars forever	1976	LP. 2x	107	country	
14	651	Deuces wild	Frankie Laine	The roving gambler	0	LP	104	country	
14	652	Developing my pictures	George Jones	Tender Years	1989	CD	120	country	
14	653	Developing my pictures	George Jones	A good year for the roses	1986		207	country	
14	654	Devil doll	Roy Orbison	The original sound	1969	LP.	205	Pop	
14	655	Devil doll	Roy Orbison	Hall of fame	1975	LP.	104	country	
14	656	Devil or angel	Bobby Vee	The very best of Bobby Vee	1975	LP	105	POP	
14	657	Devil went down to Georgia	Lynn Anderson	20 Golden hits	1990	CD	109	country	
14	658	Devoted to you	The Everly Brothers	So many years	1989	CD 2x	203	Pop	
14	659	Devoted to you	The Everly Brothers	End of an era	1970	LP 2x	301	country	
14	660	Devoted to you	The Everly Brothers	The very best of E.B.	0	LP	203	Pop	
14	661	Devoted to you	The Everly Brothers	"Bye, Bye Everly's"	1974	LP	404	Pop	
14	662	Devoted to you/Ebony eyes/	The Everly Brothers	The E.B. Reunion Concert	1983	LP 2x	305	Pop	
14	663	Diana	Paul Anka	40 Golden hits of the Fifties	0	LP. 4x	402	Pop	
14	664	Did I ever love you	Timi Yuro	Today	1982	LP.	207	Pop	
14	665	Die Liebe ist ein seltsames…	Connie Francis	Connie Francis	0	LP	101	pop	
14	666	Die Nacht is mein	Connie Francis	Connie Francis	0	LP	103	pop	
14	667	Dieper 	Peter Koelewin	De beste van……………..	0	LP.	104	Pop	
14	668	Dimelio en septiembre	Los Machucambos	Los Machucambos 	0	LP	105	Latin American	
14	669	Ding dong	Tony Orlando 	1950's Rock & Roll collection	0	LP	103	Rock and Roll	
14	670	Ding-a-ling	The Merrymen	Big bamboo	1989	CD	111	Pop	
14	671	Dirty work 	Tony Will	New words to an old lovesong	1989	CD	112	country	
14	672	Distant drums	Jim Reeves	20 Country hits	1976	LP.	205	country	
14	673	Distant drums	Jim Reeves	40 Golden hits of the Fifties	0	LP. 4x	407	Pop	
14	674	Divorce	Tammy Wynette	The best of Tammy Wynette	1968	LP.	103	country	
14	675	Dizzi	Tommy Roe	Golden super oldies	1986	LP. 3x	206	Pop	
14	676	Dizzi	Tommy Roe	Do you love me	0	LP. 2x	304	Pop	
14	677	Dizzy fingers	Chet Atkins	Nashville Stars forever	1976	LP. 2x	203	country	
14	678	Do I have to say the words	Bryan Adams	Waking up the neighbours	1991	CD.	108	Pop	
14	679	Do Ya	K.T. Oslin	80's Coun	0		102	Country	
14	680	Do re mi	Dusty Springfield	You don't have to say……..	1969	LP	103	Pop	
14	681	Do that to me one more time	The Stars Unlimited Singers	Easy feeling	0	CD.	107	Pop	
14	682	Do waka do	Roger miller	20 Country legends	0	LP	210	Country	
14	683	"Do what you do, Do well"	Slim Whitman	Tomorrow never comes	0	LP	105	Country	
14	684	Do you	The Everly Brothers	The E.B. sing	1967	LP	203	Country	
14	685	Do you 	K.T. Oslin	80's Ladies	1987	CD.	105	Country	
14	686	Do you love me	Sharif Dean	Do you love me	0	LP. 2x	106	Pop	
14	687	Do you love me	Sharif Dean	Warm aanbevolen 1984	1989	LP	103	Pop	
14	688	Do you wanna dance	Bobby Freeman the stingers	Rock Revival	1978	LP. 2x	302	Rock and Roll	
14	689	Do you wanna dance	Bobby Freeman   	The Giants of Rock	0	LP.	203	Rock and Roll	
14	690	Do you wanna dance	Del Shannon	Yesterday's pop scene	1975	LP	102	Pop	
14	691	Do-re-mi	"Instrumentaal, orkest=onbekend"	The lively Years-'50s&'60s	0		403	Instr.Pop.50-6	
14	692	Doe maar net aslof	Peter Koelewin	De beste van……………..	0	LP	106	Pop	
14	693	Does your chewing gum lose…..	Lonnie Donegan	The greatest hits of………..	1976	LP.	101	Pop	
14	694	Dolannes melody	The Henry Salomon Orches tra	Easy on Yourself	0	CD.	115	Pop	
14	695	Dominique	"Instrumentaal, orkest=onbekend"	The lively Years-'50s&'60s Nr1	0	LP. 7x	203	Instr.Pop.50-6	
14	696	Domino	Roy Orbison	40 Golden country hits	0	LP. 2x	305	Country	
14	697	Domino	Roy Orbison	20 Country legends	0	LP.	107	Country	
14	698	Don't	Elvis Presley	20 Love classics part II	1988	CD	116	Pop	
14	699	Don't	Elvis Presley	50 Golden country hits	1988	CD. 2x	209	Country	
14	700	Don't ask me to be friends	The Everly Brothers	"Coke,Chrysler and back again.."	0	LP	103	Country	
15	701	Don't blame me	The Everly Brothers	The golden hits of the E.B.	1962	LP	105	Pop	
15	702	Don't blame me	The Everly Brothers	Both sides of an evening	1961	LP	203	Pop	
15	703	Don't drop that bomb on me	Bryan Adams	Waking up the neighbours	1991	CD.	115	Pop	
15	704	Don't ever leave me again	Patsy Cline	Unforgettable Patsy Cline	1990	CD	120	Country	
15	705	Don't ever let go of me	Billie Jo Spears	If you want me	1977	LP	202	Country	
15	706	Don't forget to cry	The Everly Brothers	"Coke,Chrysler and back again.."	0	LP	207	Country	
15	707	Don't it make my brown eyes..	Crystal Gayle	Country life	1979	LP.	102	Country	
15	708	Don't it make my brown eyes..	Crystal Gayle	20 Country love songs	1988		107	Country	
15	709	Don't it make you feel good	The Shadows	Dance with The Shadows	1964	LP.	205	Rock and Roll	
15	710	Don't let me be misunderstood	Nina Simone	20 Love classics part I	1988	CD	120	pop	
15	711	Don't let me cross over	Carl and Pearl Butler	Country music Cav Memory Lane	1980	LP. 3x	404	Country	
15	712	Don't let the sun catch…	Gerry & the Pacemakers	21 super golden oldies	1987	CD	106	Rock and Roll	
15	713	Don't let the whole world know	The Everly Brothers	"Coke, Chrysler 'n Country"	1967	LP	102	Country	
15	714	Don't make me over	Dionne Warwick	Do you love me	0	LP. 2x	204	Pop	
15	715	Don't run and hide	The Everly Brothers	Two Yanks in England	1966	LP	204	Pop	
15	716	Don't say goodnight	The Everly Brothers	Born yesterday	1985	CD	110	Pop	
15	717	Don't say goodnight	The Everly Brothers	Born yesterday	1985	LP.	204	Pop	
15	718	Don't think twice	Waylon Jennings	Country's greatest hits vol.4	1989	CD. 4x	411	Country	
15	719	Don't worry 'bout me	Louis Prima	Rock and Roll classics	0	LP.	202	Rock and Roll	
15	720	Don't worry baby	The Everly Brothers	Some hearts	1988	CD	103	Pop	
15	721	Don't you even try	The Everly Brothers	Nice guys	1984	LP	205	Pop	
15	722	Don't you ever get tired of…	George Jones	15 Golden classics vol.1	0	LP.	101	Country	
15	723	Don't you ever get tired of…	George Jones	15 Golden classics vol.1	0	LP.	101	Country	
15	724	Don't you rock me Daddy-o	Donnie Donegan	The greatest hits of………..	1976	LP.	104	Pop	
15	725	Don't you know	Dusty Springfield	You don't have to say……..	1969	LP	205	Pop	
15	726	Dona cintece livice	Der Rumanische Armeechoir	Der Rumanische Armeechoir	0	LP.	204	Folksongs	
15	727	Done laid around	Dave Kelsey & the Countrymen	15 Country and Westerns hits	1971	LP.	207	country	
15	728	Done laid around	Dave Kelsey & the Countrymen	16 Great Country & Westernhits	1971	LP.	207	country	
15	729	Donna 	Ritchie Valens	20 Love classics part II	1988	CD	106	pop	
15	730	Donna 	Richie Valens	Rock rules Rock	1977	LP. 3x	503	Rock and Roll	
15	731	Donna 	Unknow	Golden Oldies	1973	LP.	203	Pop	
15	732	Donna 	Ritchie Valens	The most beautiful lovesongs	0	CD.	115	Pop	
15	733	"Donna, Donna"	The Everly Brothers	E.B. Story	1972	LP	304	pop	
15	734	"Donna, Donna"	The Everly Brothers	"Bye, Bye Everly's"	1974	LP	102	Rock and Roll	
15	735	Doruletul	Der Rumanische Armeechoir	Der Rumanische Armeechoir	0	Lp	201	Folksongs	
15	736	Down by the riverside	Papa Bue's Viking Jazzband	Down by the riverside	1989	CD.	105	Jazz	
15	737	Down by the riverside	Brian Green's Dixie Kings	Easy feeling	0	CD.	110	Pop	
15	738	Down in the boondocks	Billy Joe Royal	When a man loves a woman	1989	CD	105	Rock and Roll	
15	739	Down in the boondocks	Billy Joe Royal	Juke-Box Hits	1988	CD. 2x	214	Pop	
15	740	Down in the street	Memphis Blue	Country music Cav Memory Lane	1980	LP. 3x	405	Country	
15	741	Down in the valley	Slim Whitman	The best of Slim Whitman	0	LP.	104	Country	
15	742	Down in the willow garden	The Everly Brothers	So many years	1989	CD 2x	216	Pop	
15	743	Down in the willow garden	The Everly Brothers	End of an era	1970	LP 2x	203	Country	
15	744	Down on the boondocks	Billy Joe Royal	Golden super oldies	1986	LP. 3x	108	Pop	
15	745	Down on the isle of love	Quin Tones	1950's Rock & Roll collection	0	LP.	609	Rock and Roll	
15	746	Down yonder	Johnny and the Hurricanes	The very best of.............	1975	LP.	303	Rock and Roll	
15	747	Down yonder	Johnny and the Hurricanes	Golden hits of…………..	1975	LP	106	Rock and Roll	
15	748	Downtown	Dolly Parton	The great pretender	1984	LP	104	Country	
15	749	"Dr., Dr."	K.T. Olsin	80's Country	1987	CD.	107	Country	
15	750	Dreaming	Dorsey Burnette	Country music Cav Memory lane	1980	LP. 3x	305	Country	
16	751	Drift away	Tony Will	New words to an old lovesong	1989	CD	105	Country	
16	752	Ou bist night Wie die andern	The Everly Brothers	In German and Italy	1986	LP	201	POP	
16	753	Dubinushka	Ossipov Ensemble	An evening with the Ossipov Es	0	LP.	102	Russ.Folks.mus	
16	754	Duerma mi nina	Los Andes	South American Music	0	LP.	294	Latin American	
16	755	Dum dum	Brenda Lee	The best of Brenda Lee	1982	LP	101	POP	
16	756	Dum dum	Brenda Lee	The very best of Brenda Lee	1985	CD.	104	POP	
16	757	Dumb Blonde	Dolly Parton	Country's greatest hits vol.1	1989	CD. 4x	104	Country	
16	758	Dust on the flattop	Dick van Altena	Country's greatest hits vol.2	1989	CD. 4x	208	Country	
16	759	Dynamite	Brenda Lee	The best of Brenda Lee	1982	LP	105	POP	
16	760	El Paso	Marty Robbins	50 Golden country hits	1988	CD. 2x	106	Country	
16	761	Each time you leave	Jim Reeves	Have I told you lately that...	0	LP	202	Country	
16	762	Early morning rain & Can.Pacf.	George Hamilton IV	Wembley Country Music Festival	1988	CD.	107	Country	
16	763	Earth Angel	The Crew Cuts	When a man loves a woman	1989	CD	119	rock & roll	
16	764	Earth Angel	The Pinguins	1950's Rock & Roll collection	0	LP.	104	Rock and Roll	
16	765	Ease the want in me	Billie Jo Spears	Shunshine	0	LP	204	Country	
16	766	Ease the want in me	Billie Jo Spears	Kind of Country	1987	CD.	102	Country	
16	767	East-west express	Flairck	Flairck alive	1990	CD.	202	POP	
16	768	Easy as pie	Billy Joe Royal	Big country hits 	1976	LP.	102	Country	
16	769	Easy to be free	Rick Nelson	Singles 1963-1974	1977	LP.	205	POP	
16	770	Ebony eyes	The Everly Brothers	The very best of E.B.	0	LP	206	POP	
16	771	Ebony eyes	The Everly Brothers	The golden hits of the E.B.	1962	LP	106	POP	
16	772	Ebony eyes	The Everly Brothers	"Bye, Bye Everly's"	1974	LP	104	POP	
16	773	Eden to Cainin	The Everly Brothers	Nice guys	1984	LP	103	POP	
16	774	El Paso	Marty Robbins	The Martin Robbins collection	1971	LP. 2x	101	Country	
16	775	El Paso	Marty Robbins	20 Star studded country hits	0	LP.	101	Country	
16	776	El Paso	Marty Robbins	The gread country love songs	1972	LP. 6x	502	 Country	
16	777	El Paso	Marty Robbins	Memories	1975	LP. 2x	402	POP	
16	778	El Paso	Marty Robbins	20 Country Classics	1988	CD.	107	Country	
16	779	El Quelite	Los Andes	South American Music	0	LP.	201	Latin American	
16	780	Eleonore	The Turtles	Golden super oldies	1986	LP. 3x	510	POP	
16	781	Elusive butterfly	Dolly Parton	The great pretender	1984	LP	204	Country	
16	782	Elvira	Kenny Rogers	50 Golden country hits	1988	CD. 2x	107	Country	
16	783	Emotions	Brenda Lee	The best of Brenda Lee	1982	LP	106	POP	
16	784	Emotions	Brenda Lee	The very best of Brenda Lee	1985	CD.	103	POP	
16	785	Empty boxes	The Everly Brothers	The new album	1977	LP	202	POP	
16	786	Empty boxes	The Everly Brothers	"Coke, Chrysler 'n Country"	1967	LP	106	Country	
16	787	Enamorado	Malando	Malando plays Malando	0	LP.	202	Tango	
16	788	End of understanding	Willie Nelson	Country's greatest hits vol.4	1989	CD. 4x	410	Country	
16	789	Endless love	Diana Ross	Why do fools fall in love	1981	CD	104		
16	790	Endless love	The Stars Unlimited Singers	Easy feeling	0	CD.	121	POP	
16	791	Enough for you	Billie Jo Spears	Billie Jo	1975	LP	105	Country	
16	792	Enough to make a grown man cry	Porter Wagoner	Kind of Country	1987	CD.	106	Country	
16	793	Enter my heart	Freddy Fender	20 Greatest Hits	0	LP	207	Country	
16	794	Equinoxe	Ed Starink	Synthesizer Hits	1989	CD.	107	Synthesizer	
16	795	Eric's theme	Ed Starink	The eve of the war	1989	CD.	107	Synthesizer	
16	796	Eternal flame	Bangles	Warm aanbevolen 1989	1989	LP	207	POP	
16	797	Everly family radio show 1952	The Everly Brothers	"Coke, Chrysler 'n Country"	0	LP	101	Country	
16	798	Every day I have to cry	Billie Jo Spears	What I've got in mind	1988	CD	111	Country	
16	799	Every day I have to cry	Billie Jo Spears	I will survive	1979	LP	103	Country	
16	800	Every night	Connie Francis	Sings folk favorites	0	LP	103	Country	
17	801	Every night is a lifetime	Guy Mitchel	Traveling shoes	1952	LP.	202	Country	
17	802	Every valley	Vicki Brown	The young Messiah	1979	CD.	102	Pop.Klassiek	
17	803	Everybody loves somebody	Dean Martin	Everybody loves somebody	0	LP	101	Country	
17	804	Everybody loves somebody	Jerry Vale	The great country love songs	1972	LP. 6x	801	 Country	
17	805	Everybody's somebody's fool	Connie Francis	Connie's greatest hits	0	LP	203	POP	
17	806	Everything a man could ever...	Glen Campbell	20 Country love songs	1988		117	Country	
17	807	Everytime I sing a love song	Billie Jo Spears	If you want me	1977	LP	102	Country	
17	808	Everytime two fools collide	Billie Jo Spears	Billie Jo	1975	LP	205	Country	
17	809	Evil on my mind	Jan Howard	Counntry music calv. U.S.A.	1980	LP. 3x	104	Country	
17	810	Exodus	Orignal sound-track	40 Golden hits of the Fifties	0	LP. 4x	210	POP	
17	811	Face of a fighter	Willie Nelson	Country classics	1984	LP.	205	Country	
17	812	Face of a fighter	Willie Nelson	50 Golden country hits	1988	CD. 2x	115	Country	
17	813	Faded love	Billie Jo Spears	Ode to Billie jo	1985	LP	106	Country	
17	814	Faith can move mountains	Johnny Ray	20 Golden greats	1979	LP.	106	POP	
17	815	Fandango	The Shadows	Dance with The Shadows	1964	LP.	103	Rock and Roll	
17	816	Farewell	Harry Belafonte	Harry Belafonte	1976	LP	107	Folk Songs	
17	817	Farewell Jamaica	Harry Belafonte	Harry Belafonte	1976	LP	204	Folk Songs	
17	818	Farewell solong goodbye	Bill Haley	Rock the joint	1962	LP	103	Rock and Roll	
17	819	Feather bed	Phil Everly	There's nothing too good for..	1974	LP	103	POP	
17	820	Feels so right	Alabama	Warm aanbevolen 1984	1984	CD	101		
17	821	Ferry 'cross the Mersey	Lee Dorsey	Golden super oldies	1986	LP. 3x	305	POP	
17	822	Fever	Peggy Lee	20 Love classics part II	1988	CD	115	POP	
17	823	Fever	Billie Jo Spears	Shunshine	0	LP	202	Country	
17	824	Fiddler on the roof	"Instrumentaal, orkest=onbekend"	The lively Years-'50's & '60's Nr 1	0	LP. 7x	104	Instr.Pop.50-6	
17	825	Fifi the flea	The Everly Brothers	Two Yanks in England	1966	LP	205	POP	
17	826	Filandera	Los Andes	South American Music	0	LP.	101	Latin American	
17	827	Fingerprints	Patsy Cline	16 Greatest hits	1988	CD	116	Country	
17	828	Fire and rain	Billie Jo Spears	The very best of Billie J.Sp.	1986	LP	105	Country	
17	829	Fire fire	The Merrymen	Big Bamboo	1989	CD	103	POP	
17	830	Flamingo	Earl Bostic	All his hits	1977	LP	104	Blues	
17	831	Flop eared mule	The Dickson Brothers	Country and western songs	0	LP.	101	Country	
17	832	Floricica	Der Rumanische Armeechoir	Der Rumanische Armeechoir	0	LP.	103	Folk Songs	
17	833	Fly me to the moon	"Instrumentaal, orkest=onbekend"	The lively Years-'50's & '60's Nr 6	0		604	Instr.Pop.50-6	
17	834	Foggy Mountain breakdown	Lester Flatt & Earl Scruggs	20 Country and western hits	0	LP.	204	Country	
17	835	Foggy Mountain breakdown	Flatt & Scruggs	40 Golden country hits	0	LP. 2x	202	Country	
17	836	Foggy Mountain breakdown	Flatt and Scrugs	20 Country legends	0	LP.	109	Country	
17	837	Foggy Mountain top	Dave Kelsey & the Countrymen	16 Country and Westerns hits	1971	LP.	206	Country	
17	838	Foggy Mountain top	Dave Kelsey & the Countrymen	16 Great Country & Western hits	1971	LP.	206	Country	
17	839	Follow me	The Everly Brothers	"Coke, Chrysler 'n Country"	1967	LP	104	Country	
17	840	Following the sun	The Everly Brothers	EB '84	1984	CD	107	POP	
17	841	Folsom prison blues	Johnny Cash	Hall of fame	1975	LP.	210	Country	
17	842	Folsom prison blues	Johnny Cash	20 Country and western hits	0	LP.	202	Country	
17	843	Folsom prison blues	Johnny Cash	Country times	1973	LP. 2x	104	Country	
17	844	Folsom prison blues	Johnny Cash	Country mus.Cav. Country Roads	1980	LP. 3x	305	Country	
17	845	Folsom prison blues	Leroy Van Dyke	Country's greatest hits vol.3	1989	CD. 4x	304	Country	
17	846	Folsom prison blues	Johnny Cash	50 Golden country hits	1988	CD. 2x	112	Country	
17	847	Folsom prison blues	Johnny Cash	The Country superstars	0	CD.	107	Country	
17	848	Folsom prison blues	Johnny Cash	20 Country Classics	1988	CD.	110	Country	
17	849	Fool number one	Brenda Lee	The best of Brenda Lee	1982	LP	103	POP	
17	850	Fool number one	Brenda Lee	The very best of Brenda Lee	1985	CD.	105	POP	
18	851	Fooled by a feeling	Barbra Mandell	The country collection	1985	CD	104	Country	
18	852	Fool paradise	Buddy Holly	The late great Buddy Holly	0	LP	106	Rock and Roll	
18	853	Fools rush in	Rick Nelson	Singles 1963-1974	1977	LP.	105	POP	
18	854	Fools rush in loves	Brook Benton	When a man loves a woman	1989	CD	120	rock & roll	
18	855	For baby	Ann Murray	Both sides now	0	LP	105	Country	
18	856	For the first time in my live	Billie Jo Spears	I will survive	1979	LP	202	Country	
18	857	For the first time in my live	Billie Jo Spears	Love ain't gonna wait for us	1978	LP	202	Country	
18	858	For the good times	Billie Jo Spears	The very best of Billie J.Sp.	1986	LP	102	Country	
18	859	For the good times	Kenny Price	Charlotte fever	1971	LP.	204	Country	
18	860	For the good times	Ray Price	Country times	197	LP. 2x	301	Country	
18	861	For the good times	Tennessee E. Ford/Glen Campbel	20 Country love songs	1988		110	Country	
18	862	For the good times	Billie Jo Spears	Country Fare	1988	CD.	122	Country	
18	863	For the good times	Knny Rogers	Country's greatest hits vol.1	1989	CD. 4x	107	Country	
18	864	For those that cry	Floyd Cramer	The magic touch	0	LP	102	POP	
18	865	For you	Rick Nelson	Singles 1963-1974	1977	LP.	106	POP	
18	866	Forever and tonight	Ed Starink	Synthesizer Hits	1989	CD.	115	Synthesizer	
18	867	Forever autumn	Ed Starink	The eve of the war	1989	CD.	114	Synthesizer	
18	868	Forever loving	The Fascinations	1950's Rock & Roll collection	0	LP.	205	Rock and Roll	
18	869	"Forever, forever"	Fats Domino	Here comes Fats Domino	0	LP	201	Rock and Roll	
18	870	"Forgive me, Clawdy"	Lloyd Price	Walkin' the track	1986	LP.	101	Rock and Roll	
18	871	Fort worth jail	Lonnie Donegan	The greatest hits of ……….	1976	LP.	210	POP	
18	872	Forty miles of bad road	Duane Eddy	Rock rules Rock	1977	LP.3x	401	Rock and Roll	
18	873	Four walls	Hank Locklin	Send me the pillow you dream..	1973	LP	202	Country	
18	874	Fractured	Bill Haley	Rock the joint	1962	LP	105	Rock and Roll	
18	875	Frankie and Johnny	Dave Kelsey & the Countrymen	16 Country and Westerns hits	1971	LP.	108	Country	
18	876	Frankie and Johnny	Dave Kelsey & the Countrymen	16 Great Country & Western hits	1971	LP.	108	Country	
18	877	Frantic	Ed Starink	The eve of the war	1989	CD.	103	Synthesizer	
18	878	Fraulein	Bobby Helms	Country music Cav Memory Lane	1980	LP. 3x	503	Country	
18	879	Free to be lonely again	Billie Jo Spears	Standing tall	1980	LP	102	Country	
18	880	Freedom song	Billie Jo Spears	Standing tall	1980	LP	204	Country	
18	881	Freight train	Chet Atkins	Nashville stars forever	1976	LP. 2x	104	Country	
18	882	French dressing	The Shadows	Dance with The Shadows	1964	LP.	203	Rock and Roll	
18	883	Friendly persuasion	"Instrumentaal, orkest=onbekend"	The lively Years-'50's & '60's Nr 6	0		608	Instr.Pop.50-6	
18	884	Friends	Phil Everly	Mistic Line	1975	LP	205	POP	
18	885	Frog legs	Lloyd Price	Walkin' the track	1986	LP.	204	Rock and Roll	
18	886	From a jack to a king	Ned Miller	Country music Calv. U.S.A	1980	LP. 3x	406	Country	
18	887	From a jack to a king	Ned Miller	Country's greatest hits vol.3	1989	CD. 4x	313	Country	
18	888	From here to the door	George Jones	A good year for the roses	1986		105	Country	
18	889	From me	Guy Mitchel	Traveling shoes	1952	LP.	104	Country	
18	890	"Fun, Fun, Fun"	Jan & Dean	Juke-Box Hits	1988	CD. 2x	118	Pop.	
18	891	Funny facee	Donna Fargo	Country mus.Cav. Country Roads	1980	LP. 3x	102	Country	
18	892	Funny fam. Forgotten feelings	Don Gibson	Wembley Country Music Festival	1988	CD.	111	Country	
18	893	"Ga, Peter,ga"	Peter Koelewijn	De beste van……………..	0	LP.	204	POP	
18	894	Galveston	Jim Nabors	The great country love songs	1972	LP. 6x	505	 Country	
18	895	Gamblers guitar	Merle Travis	Country hits	1975	LP. 2x	208	Country	
18	896	Games people play	The Everly Brothers	The most beautiful songs	1972	LP 2x	203	POP	
18	897	Games people play	Joe South	Country Life	1979	LP.	208	Country	
18	898	Games people play	Freddy Weller	The great country love songs	1972	LP. 6x	203	Country	
18	899	Games people play	Joe South	Country mus.Cav. Country Roads	1980	LP. 3x	601	Country	
18	900	Games that lovers play	Connie Francis	Connie's greatest hits	0	LP	202	POP	
18	901								
18	902								
18	903								
18	904								
18	905								
18	906								
18	907								
18	908								
18	909								
18	910								
18	911								
18	912								
18	913								
18	914								
18	915								
18	916								
18	917								
18	918								
18	919								
18	920								
18	921								
18	922								
18	923								
18	924								
18	925								
18	926								
18	927								
18	928								
18	929								
18	930								
18	931								
18	932								
18	933								
18	934								
18	935								
18	936								
18	937								
18	938								
18	939								
18	940								
18	941								
18	942								
18	943								
18	944								
18	945								
18	946								
18	947								
18	948								
18	949								
18	950								
18	951								
18	952								
18	953								
18	954								
18	955								
18	956								
18	957								
18	958								
18	959								
18	960								
18	961								
18	962								
18	963								
18	964								
18	965								
18	966								
18	967								
18	968								
18	969								
18	970								
18	971								
18	972								
18	973								
18	974								
18	975								
18	976								
18	977								
18	978								
18	979								
18	980								
18	981								
18	982								
18	983								
18	984								
18	985								
18	986								
18	987								
18	988								
18	989								
18	990								
18	991								
18	992								
18	993								
18	994								
18	995								
18	996								
18	997								
18	998								
18	999								
18	1000								
18	1001								
18	1002								
18	1003								
18	1004								
18	1005								
18	1006								
18	1007								
18	1008								
18	1009								
18	1010								
18	1011								
18	1012								
18	1013								
18	1014								
18	1015								
18	1016								
18	1017								
18	1018								
18	1019								
18	1020								
18	1021								
18	1022								
18	1023								
18	1024								
18	1025								
18	1026								
18	1027								
18	1028								
18	1029								
18	1030								
18	1031								
18	1032								
18	1033								
18	1034								
18	1035								
18	1036								
18	1037								
18	1038								
18	1039								
18	1040								
18	1041								
18	1042								
18	1043								
18	1044								
18	1045								
18	1046								
18	1047								
18	1048								
18	1049								
18	1050								
18	1051								
18	1052								
18	1053								
18	1054								
18	1055								
18	1056								
18	1057								
18	1058								
18	1059								
18	1060								
18	1061								
18	1062								
18	1063								
18	1064								
18	1065								
18	1066								
18	1067								
18	1068								
18	1069								
18	1070								
18	1071								
18	1072								
18	1073								
18	1074								
18	1075								
18	1076								
18	1077								
18	1078								
18	1079								
18	1080								
18	1081								
18	1082								
18	1083								
18	1084								
18	1085								
18	1086								
18	1087								
18	1088								
18	1089								
18	1090								
18	1091								
18	1092								
18	1093								
18	1094								
18	1095								
18	1096								
18	1097								
18	1098								
18	1099								
18	1100								
18	1101								
18	1102								
18	1103								
18	1104								
18	1105								
18	1106								
18	1107								
18	1108								
18	1109								
18	1110								
18	1111								
18	1112								
18	1113								
18	1114								
18	1115								
18	1116								
18	1117								
18	1118								
18	1119								
18	1120								
18	1121								
18	1122								
18	1123								
18	1124								
18	1125								
18	1126								
18	1127								
18	1128								
18	1129								
18	1130								
18	1131								
18	1132								
18	1133								
18	1134								
18	1135								
18	1136								
18	1137								
18	1138								
18	1139								
18	1140								
18	1141								
18	1142								
18	1143								
18	1144								
18	1145								
18	1146								
18	1147								
18	1148								
18	1149								
18	1150								
18	1151								
18	1152								
18	1153								
18	1154								
18	1155								
18	1156								
18	1157								
18	1158								
18	1159								
18	1160								
18	1161								
18	1162								
18	1163								
18	1164								
18	1165								
18	1166								
18	1167								
18	1168								
18	1169								
18	1170								
18	1171								
18	1172								
18	1173								
18	1174								
18	1175								
18	1176								
18	1177								
18	1178								
18	1179								
18	1180								
18	1181								
18	1182								
18	1183								
18	1184								
18	1185								
18	1186								
18	1187								
18	1188								
18	1189								
18	1190								
18	1191								
18	1192								
18	1193								
18	1194								
18	1195								
18	1196								
18	1197								
18	1198								
18	1199								
18	1200								
18	1201								
18	1202								
18	1203								
18	1204								
18	1205								
18	1206								
18	1207								
18	1208								
18	1209								
18	1210								
18	1211								
18	1212								
18	1213								
18	1214								
18	1215								
18	1216								
18	1217								
18	1218								
18	1219								
18	1220								
18	1221								
18	1222								
18	1223								
18	1224								
18	1225								
18	1226								
18	1227								
18	1228								
18	1229								
18	1230								
18	1231								
18	1232								
18	1233								
18	1234								
18	1235								
18	1236								
18	1237								
18	1238								
18	1239								
18	1240								
18	1241								
18	1242								
18	1243								
18	1244								
18	1245								
18	1246								
18	1247								
18	1248								
18	1249								
18	1250								
18	1251								
18	1252								
18	1253								
18	1254								
18	1255								
18	1256								
18	1257								
18	1258								
18	1259								
18	1260								
18	1261								
18	1262								
18	1263								
18	1264								
18	1265								
18	1266								
18	1267								
18	1268								
18	1269								
18	1270								
18	1271								
18	1272								
18	1273								
18	1274								
18	1275								
18	1276								
18	1277								
18	1278								
18	1279								
18	1280								
18	1281								
18	1282								
18	1283								
18	1284								
18	1285								
18	1286								
18	1287								
18	1288								
18	1289								
18	1290								
18	1291								
